0 	 5 	 0 	 0 	 13.09       63          4857899         24883949         20026050
0 	 6 	 0 	 0 	 13.09       63         26155474         46232724         20077250
0 	 2 	 0 	 0 	 13.09       62         46587374         66290674         19703300
0 	 7 	 0 	 0 	 13.09       63         66824699         86850749         20026050
0 	 0 	 0 	 0 	 13.09       62         87461224        107062124         19600900
0 	 1 	 0 	 0 	 13.09       62        107313674        126914574         19600900
0 	 2 	 0 	 0 	 13.13       63        127217149        147243199         20026050
0 	 7 	 0 	 0 	 13.13       62        147495274        167096174         19600900
0 	 0 	 0 	 0 	 13.13       62        167526749        187230049         19703300
0 	 3 	 0 	 0 	 13.09       62        187481949        207134049         19652100
0 	 4 	 0 	 0 	 13.09       62        207590399        227293699         19703300
0 	 5 	 0 	 0 	 13.13       62        227545074        247197174         19652100
0 	 6 	 0 	 0 	 13.13       62        247422949        267126249         19703300
0 	 7 	 0 	 0 	 13.16       63        267378149        287455399         20077250
0 	 0 	 0 	 0 	 13.16       63        287911749        307886599         19974850
0 	 1 	 0 	 0 	 13.13       62        308137974        327687674         19549700
0 	 2 	 0 	 0 	 13.16       62        327939049        347437549         19498500
0 	 4 	 0 	 0 	 13.13       62        347689624        367444124         19754500
0 	 5 	 0 	 0 	 13.16       62        367900474        387552574         19652100
0 	 0 	 0 	 0 	 13.20       62        387804474        407507774         19703300
0 	 1 	 0 	 0 	 13.16       62        407964124        427565024         19600900
0 	 4 	 0 	 0 	 13.16       62        427816924        447673824         19856900
0 	 5 	 0 	 0 	 13.20       62        448130174        467782274         19652100
0 	 0 	 0 	 0 	 13.24       63        468034174        488009024         19974850
0 	 1 	 0 	 0 	 13.20       63        488465374        508593824         20128450
0 	 5 	 0 	 0 	 13.24       63        508845899        528974349         20128450
0 	 6 	 0 	 0 	 13.16       61        529430699        548760049         19329350
0 	 7 	 0 	 0 	 13.20       61        549011599        568392149         19380550
0 	 0 	 0 	 0 	 13.27       62        568669124        588372424         19703300
0 	 1 	 0 	 0 	 13.24       62        588598724        608199624         19600900
0 	 2 	 0 	 0 	 13.20       61        608655974        627882924         19226950
0 	 6 	 0 	 0 	 13.20       62        628134999        647787099         19652100
0 	 7 	 0 	 0 	 13.24       62        648243449        668049149         19805700
0 	 2 	 0 	 0 	 13.24       63        668275449        688147899         19872450
0 	 3 	 0 	 0 	 13.13       60        688758374        707713774         18955400
0 	 4 	 0 	 0 	 13.20       62        707965324        727771024         19805700
0 	 5 	 0 	 0 	 13.27       62        728073599        747828099         19754500
0 	 3 	 0 	 0 	 13.16       62        748080349        767681249         19600900
0 	 4 	 0 	 0 	 13.24       62        768291549        788097249         19805700
0 	 5 	 0 	 0 	 13.31       63        788348799        808323649         19974850
0 	 6 	 0 	 0 	 13.24       62        808626224        828329524         19703300
0 	 3 	 0 	 0 	 13.20       63        828581599        848710049         20128450
0 	 4 	 0 	 0 	 13.27       63        849140624        869320274         20179650
0 	 7 	 0 	 0 	 13.27       62        869572174        889326674         19754500
0 	 0 	 0 	 0 	 13.31       61        889783024        909163574         19380550
0 	 4 	 0 	 0 	 13.31       62        909415649        929221349         19805700
0 	 5 	 0 	 0 	 13.35       61        929677699        949109449         19431750
0 	 6 	 0 	 0 	 13.27       63        949739399        969714249         19974850
0 	 7 	 0 	 0 	 13.31       63        969965799        989838249         19872450
0 	 0 	 0 	 0 	 13.35       63        990140824       1010064474         19923650
0 	 1 	 0 	 0 	 13.27       60       1010290949       1029348749         19057800
0 	 2 	 0 	 0 	 13.27       60       1029959224       1048914624         18955400
0 	 3 	 0 	 0 	 13.24       62       1049166874       1068818974         19652100
0 	 4 	 0 	 0 	 13.35       62       1069326349       1089132049         19805700
0 	 5 	 0 	 0 	 13.39       62       1089383949       1109036049         19652100
0 	 6 	 0 	 0 	 13.31       61       1109492399       1128821749         19329350
0 	 1 	 0 	 0 	 13.31       63       1129073649       1149048499         19974850
0 	 2 	 0 	 0 	 13.31       62       1149504849       1168952149         19447300
0 	 3 	 0 	 0 	 13.28       62       1169203524       1188906824         19703300
0 	 6 	 0 	 0 	 13.35       63       1189158899       1209082549         19923650
0 	 7 	 0 	 0 	 13.35       61       1209538899       1228765849         19226950
0 	 2 	 0 	 0 	 13.35       63       1229017749       1248992599         19974850
0 	 3 	 0 	 0 	 13.31       63       1249448949       1269423799         19974850
0 	 6 	 0 	 0 	 13.39       62       1269675699       1289378999         19703300
0 	 7 	 0 	 0 	 13.39       62       1289835349       1309385049         19549700
0 	 3 	 0 	 0 	 13.35       62       1309637124       1329340424         19703300
0 	 4 	 0 	 0 	 13.39       61       1329796774       1349279724         19482950
0 	 7 	 0 	 0 	 13.42       63       1349531799       1369557849         20026050
0 	 0 	 0 	 0 	 13.38       62       1370039799       1389640699         19600900
0 	 1 	 0 	 0 	 13.35       62       1389892074       1409492974         19600900
0 	 2 	 0 	 0 	 13.39       62       1409744349       1429294049         19549700
0 	 3 	 0 	 0 	 13.39       63       1429545949       1449520799         19974850
0 	 4 	 0 	 0 	 13.42       63       1449977149       1469900799         19923650
0 	 0 	 0 	 0 	 13.42       62       1470152874       1489804974         19652100
0 	 1 	 0 	 0 	 13.39       62       1490261324       1509913424         19652100
0 	 4 	 0 	 0 	 13.46       62       1510165324       1529919824         19754500
0 	 5 	 0 	 0 	 13.42       62       1530376174       1550130674         19754500
0 	 1 	 0 	 0 	 13.42       62       1550382749       1570034849         19652100
0 	 2 	 0 	 0 	 13.42       62       1570491199       1590245699         19754500
0 	 3 	 0 	 0 	 13.42       62       1590850224       1610553524         19703300
0 	 4 	 0 	 0 	 13.50       63       1610805074       1630779924         19974850
0 	 5 	 0 	 0 	 13.46       62       1631082499       1650734599         19652100
0 	 6 	 0 	 0 	 13.42       62       1650986499       1670638599         19652100
0 	 7 	 0 	 0 	 13.46       61       1671069349       1690552299         19482950
0 	 2 	 0 	 0 	 13.46       62       1690804199       1710353899         19549700
0 	 3 	 0 	 0 	 13.46       62       1710810249       1730411149         19600900
0 	 6 	 0 	 0 	 13.46       62       1730663049       1750263949         19600900
0 	 7 	 0 	 0 	 13.50       62       1750720299       1770423599         19703300
0 	 2 	 0 	 0 	 13.50       62       1770675499       1790378799         19703300
0 	 3 	 0 	 0 	 13.50       62       1790835149       1810436049         19600900
0 	 4 	 0 	 0 	 13.53       61       1810687424       1830170374         19482950
0 	 5 	 0 	 0 	 13.50       61       1830421749       1849853499         19431750
0 	 6 	 0 	 0 	 13.50       61       1850105399       1869537149         19431750
0 	 7 	 0 	 0 	 13.53       62       1869993499       1889645599         19652100
0 	 0 	 0 	 0 	 13.46       59       1889896974       1908580824         18683850
0 	 1 	 0 	 0 	 13.46       60       1908832199       1927838799         19006600
0 	 2 	 0 	 0 	 13.53       62       1928090699       1947742799         19652100
0 	 3 	 0 	 0 	 13.53       62       1948199149       1967800049         19600900
0 	 4 	 0 	 0 	 13.57       62       1968051424       1987754724         19703300
0 	 5 	 0 	 0 	 13.53       62       1988006099       2007760599         19754500
0 	 6 	 0 	 0 	 13.53       62       2008012499       2027766999         19754500
0 	 7 	 0 	 0 	 13.57       63       2028223349       2048044599         19821250
0 	 0 	 0 	 0 	 13.50       62       2048295974       2067896874         19600900
0 	 1 	 0 	 0 	 13.50       62       2068148249       2087851549         19703300
0 	 2 	 0 	 0 	 13.57       63       2088103449       2108027099         19923650
0 	 3 	 0 	 0 	 13.57       63       2108483449       2128304699         19821250
0 	 4 	 0 	 0 	 13.61       62       2128556074       2148259374         19703300
0 	 5 	 0 	 0 	 13.57       62       2148510749       2168214049         19703300
0 	 6 	 0 	 0 	 13.57       62       2168440349       2188194849         19754500
0 	 7 	 0 	 0 	 13.61       62       2188651199       2208303299         19652100
0 	 0 	 0 	 0 	 13.53       62       2208554674       2228206774         19652100
0 	 1 	 0 	 0 	 13.53       62       2228458149       2248059049         19600900
0 	 2 	 0 	 0 	 13.61       61       2248284824       2267614174         19329350
0 	 3 	 0 	 0 	 13.61       62       2267866249       2287569549         19703300
0 	 4 	 0 	 0 	 13.64       62       2288025899       2307882799         19856900
0 	 0 	 0 	 0 	 13.57       63       2308134874       2328212124         20077250
0 	 1 	 0 	 0 	 13.57       63       2328668474       2348592124         19923650
0 	 5 	 0 	 0 	 13.61       63       2348844199       2368767849         19923650
0 	 6 	 0 	 0 	 13.61       63       2369224199       2389301449         20077250
0 	 2 	 0 	 0 	 13.64       62       2389553524       2409103224         19549700
0 	 3 	 0 	 0 	 13.64       61       2409559574       2428991324         19431750
0 	 7 	 0 	 0 	 13.64       63       2429243399       2449064649         19821250
0 	 0 	 0 	 0 	 13.61       62       2449520999       2469173099         19652100
0 	 3 	 0 	 0 	 13.68       62       2469424999       2488974699         19549700
0 	 4 	 0 	 0 	 13.68       61       2489431049       2508913999         19482950
0 	 7 	 0 	 0 	 13.68       62       2509165899       2528664399         19498500
0 	 0 	 0 	 0 	 13.64       62       2529120749       2548824049         19703300
0 	 4 	 0 	 0 	 13.72       63       2549076124       2568999774         19923650
0 	 5 	 0 	 0 	 13.64       61       2569456124       2588734274         19278150
0 	 6 	 0 	 0 	 13.64       62       2589364399       2609067699         19703300
0 	 7 	 0 	 0 	 13.72       63       2609319249       2629191699         19872450
0 	 0 	 0 	 0 	 13.68       63       2629494274       2649366724         19872450
0 	 1 	 0 	 0 	 13.61       61       2649618624       2668999174         19380550
0 	 2 	 0 	 0 	 13.68       61       2669455524       2688682474         19226950
0 	 5 	 0 	 0 	 13.68       62       2688934374       2708688874         19754500
0 	 6 	 0 	 0 	 13.68       62       2709145224       2728899724         19754500
0 	 7 	 0 	 0 	 13.75       62       2729151099       2748649599         19498500
0 	 1 	 0 	 0 	 13.64       62       2748901499       2768553599         19652100
0 	 2 	 0 	 0 	 13.72       62       2769009949       2788508449         19498500
0 	 6 	 0 	 0 	 13.72       62       2788760524       2808566224         19805700
0 	 7 	 0 	 0 	 13.79       62       2809022574       2828572274         19549700
0 	 2 	 0 	 0 	 13.75       62       2828824174       2848271474         19447300
0 	 3 	 0 	 0 	 13.72       60       2848727824       2867734424         19006600
0 	 6 	 0 	 0 	 13.75       63       2867986324       2887858774         19872450
0 	 7 	 0 	 0 	 13.83       63       2888315124       2908136374         19821250
0 	 2 	 0 	 0 	 13.79       63       2908362674       2928183924         19821250
0 	 3 	 0 	 0 	 13.75       63       2928640274       2948563924         19923650
0 	 6 	 0 	 0 	 13.79       62       2948815824       2968621524         19805700
0 	 7 	 0 	 0 	 13.86       62       2969077874       2988627574         19549700
0 	 2 	 0 	 0 	 13.83       62       2988853874       3008352374         19498500
0 	 3 	 0 	 0 	 13.79       62       3008808724       3028512024         19703300
0 	 6 	 0 	 0 	 13.83       63       3028763924       3048687574         19923650
0 	 7 	 0 	 0 	 13.90       63       3049143924       3068965174         19821250
0 	 0 	 0 	 0 	 13.72       60       3069216549       3088223149         19006600
0 	 2 	 0 	 0 	 13.86       63       3088475049       3108501099         20026050
0 	 3 	 0 	 0 	 13.83       63       3108957449       3128932299         19974850
0 	 6 	 0 	 0 	 13.86       62       3129184199       3148938699         19754500
0 	 7 	 0 	 0 	 13.94       63       3149395049       3169523499         20128450
0 	 2 	 0 	 0 	 13.90       62       3169749799       3189197099         19447300
0 	 3 	 0 	 0 	 13.86       62       3189653449       3209356749         19703300
0 	 4 	 0 	 0 	 13.75       60       3209608124       3228768324         19160200
0 	 5 	 0 	 0 	 13.72       59       3229019699       3247857149         18837450
0 	 6 	 0 	 0 	 13.90       63       3248082924       3268006574         19923650
0 	 7 	 0 	 0 	 13.97       62       3268258649       3287859549         19600900
0 	 0 	 0 	 0 	 13.75       61       3288315899       3307542849         19226950
0 	 1 	 0 	 0 	 13.68       60       3307794224       3326954424         19160200
0 	 2 	 0 	 0 	 13.94       63       3327205799       3346975849         19770050
0 	 3 	 0 	 0 	 13.90       63       3347227749       3367048999         19821250
0 	 4 	 0 	 0 	 13.79       63       3367505349       3387480199         19974850
0 	 5 	 0 	 0 	 13.75       63       3387731574       3407604024         19872450
0 	 6 	 0 	 0 	 13.94       61       3407855399       3427184749         19329350
0 	 7 	 0 	 0 	 14.01       62       3427436649       3447088749         19652100
0 	 0 	 0 	 0 	 13.79       62       3447545099       3467094799         19549700
0 	 3 	 0 	 0 	 13.94       62       3467346699       3486998799         19652100
0 	 4 	 0 	 0 	 13.83       62       3487455149       3507260849         19805700
0 	 7 	 0 	 0 	 14.05       62       3507512749       3527164849         19652100
0 	 0 	 0 	 0 	 13.83       62       3527621199       3547273299         19652100
0 	 3 	 0 	 0 	 13.97       62       3547525199       3567126099         19600900
0 	 4 	 0 	 0 	 13.86       62       3567582449       3587285749         19703300
0 	 5 	 0 	 0 	 13.79       61       3587915874       3607296424         19380550
0 	 6 	 0 	 0 	 13.97       62       3607547974       3627251274         19703300
0 	 7 	 0 	 0 	 14.08       62       3627553849       3647205949         19652100
0 	 0 	 0 	 0 	 13.86       62       3647457849       3667058749         19600900
0 	 1 	 0 	 0 	 13.72       61       3667515099       3686946849         19431750
0 	 4 	 0 	 0 	 13.90       63       3687198749       3707122399         19923650
0 	 5 	 0 	 0 	 13.83       63       3707578749       3727502399         19923650
0 	 0 	 0 	 0 	 13.90       63       3727754299       3747780349         20026050
0 	 1 	 0 	 0 	 13.75       62       3748390824       3768145324         19754500
0 	 2 	 0 	 0 	 13.97       60       3768396874       3787403474         19006600
0 	 3 	 0 	 0 	 14.01       62       3787706049       3807204549         19498500
0 	 1 	 0 	 0 	 13.79       62       3807456799       3827160099         19703300
0 	 2 	 0 	 0 	 14.01       62       3827770399       3847320099         19549700
0 	 3 	 0 	 0 	 14.05       63       3847572349       3867495999         19923650
0 	 4 	 0 	 0 	 13.94       61       3868003374       3887383924         19380550
0 	 5 	 0 	 0 	 13.86       61       3887635824       3906965174         19329350
0 	 6 	 0 	 0 	 14.01       62       3907550049       3927202149         19652100
0 	 7 	 0 	 0 	 14.12       62       3927453699       3947105799         19652100
0 	 0 	 0 	 0 	 13.94       62       3947408374       3967060474         19652100
0 	 5 	 0 	 0 	 13.90       62       3967312549       3986964649         19652100
0 	 6 	 0 	 0 	 14.05       61       3987395224       4006775774         19380550
0 	 2 	 0 	 0 	 14.05       63       4007002249       4026874699         19872450
0 	 3 	 0 	 0 	 14.08       61       4027331049       4046660399         19329350
0 	 4 	 0 	 0 	 13.97       63       4046911774       4066835424         19923650
0 	 5 	 0 	 0 	 13.94       62       4067086799       4086687699         19600900
0 	 6 	 0 	 0 	 14.08       62       4086913474       4106463174         19549700
0 	 7 	 0 	 0 	 14.16       60       4106715249       4125773049         19057800
0 	 0 	 0 	 0 	 13.97       61       4126229224       4145558574         19329350
0 	 2 	 0 	 0 	 14.08       63       4145810474       4165887724         20077250
0 	 3 	 0 	 0 	 14.12       63       4166344074       4186421324         20077250
0 	 4 	 0 	 0 	 14.01       62       4187025849       4206575549         19549700
0 	 5 	 0 	 0 	 13.97       63       4206827099       4226801949         19974850
0 	 6 	 0 	 0 	 14.12       63       4227104699       4246977149         19872450
0 	 7 	 0 	 0 	 14.19       63       4247254124       4267228974         19974850
0 	 0 	 0 	 0 	 14.01       63       4268013049       4287885499         19872450
0 	 1 	 0 	 0 	 13.83       60       4288137049       4307348449         19211400
0 	 5 	 0 	 0 	 14.01       62       4307651899       4327303999         19652100
0 	 6 	 0 	 0 	 14.16       62       4328164524       4347663024         19498500
0 	 2 	 0 	 0 	 14.12       61       4347915099       4367090849         19175750
0 	 3 	 0 	 0 	 14.16       62       4367804074       4387404974         19600900
0 	 4 	 0 	 0 	 14.05       62       4387657049       4407206749         19549700
0 	 5 	 0 	 0 	 14.05       63       4407688699       4427663549         19974850
0 	 6 	 0 	 0 	 14.19       62       4428293499       4447894399         19600900
0 	 7 	 0 	 0 	 14.23       61       4448146299       4467578049         19431750
0 	 0 	 0 	 0 	 14.05       61       4468239899       4487518049         19278150
0 	 1 	 0 	 0 	 13.87       61       4487769599       4507201349         19431750
0 	 2 	 0 	 0 	 14.16       61       4507709424       4526936374         19226950
0 	 3 	 0 	 0 	 14.19       61       4527188274       4546466424         19278150
0 	 4 	 0 	 0 	 14.08       61       4546922774       4566252124         19329350
0 	 5 	 0 	 0 	 14.08       62       4566503499       4586104399         19600900
0 	 7 	 0 	 0 	 14.27       63       4586356299       4606331149         19974850
0 	 0 	 0 	 0 	 14.09       63       4606787499       4626659949         19872450
0 	 1 	 0 	 0 	 13.90       63       4626911324       4646937374         20026050
0 	 2 	 0 	 0 	 14.20       63       4647188749       4667009999         19821250
0 	 3 	 0 	 0 	 14.23       63       4667261899       4687236749         19974850
