0 	 4 	 0 	 0 	 13.12       63          6328005         26251655         19923650
0 	 6 	 0 	 0 	 13.12       63         26682930         46708980         20026050
0 	 2 	 0 	 0 	 13.12       62         47217055         66920355         19703300
0 	 0 	 0 	 0 	 13.12       62         67377580         87183280         19805700
0 	 3 	 0 	 0 	 13.12       62         87691355        107497055         19805700
0 	 0 	 0 	 0 	 13.16       63        107954105        127775355         19821250
0 	 1 	 0 	 0 	 13.12       62        128661480        148364780         19703300
0 	 4 	 0 	 0 	 13.16       62        148616855        168166555         19549700
0 	 5 	 0 	 0 	 13.12       62        168777205        188429305         19652100
0 	 6 	 0 	 0 	 13.16       62        188783255        208486555         19703300
0 	 7 	 0 	 0 	 13.12       62        208738630        228390730         19652100
0 	 0 	 0 	 0 	 13.20       62        228846905        248499005         19652100
0 	 1 	 0 	 0 	 13.16       62        248751080        268607980         19856900
0 	 2 	 0 	 0 	 13.16       62        269064155        288818655         19754500
0 	 3 	 0 	 0 	 13.16       62        289070205        308671105         19600900
0 	 4 	 0 	 0 	 13.20       63        308948080        328820530         19872450
0 	 5 	 0 	 0 	 13.16       62        329072605        348878305         19805700
0 	 6 	 0 	 0 	 13.20       63        349334480        369309330         19974850
0 	 7 	 0 	 0 	 13.16       62        369560705        389110405         19549700
0 	 0 	 0 	 0 	 13.23       63        389361780        409285430         19923650
0 	 1 	 0 	 0 	 13.20       63        409537505        429461155         19923650
0 	 2 	 0 	 0 	 13.20       63        429917330        449892180         19974850
0 	 3 	 0 	 0 	 13.20       63        450143555        470118405         19974850
0 	 4 	 0 	 0 	 13.23       61        470369780        489647930         19278150
0 	 5 	 0 	 0 	 13.20       63        489900005        509823655         19923650
0 	 6 	 0 	 0 	 13.23       61        510279830        529813980         19534150
0 	 0 	 0 	 0 	 13.27       61        530065880        549446430         19380550
0 	 1 	 0 	 0 	 13.23       61        549902780        569283330         19380550
0 	 4 	 0 	 0 	 13.27       63        569509630        589433280         19923650
0 	 5 	 0 	 0 	 13.23       62        589889630        609644130         19754500
0 	 6 	 0 	 0 	 13.27       63        609895505        629819155         19923650
0 	 7 	 0 	 0 	 13.20       63        630070530        650045380         19974850
0 	 0 	 0 	 0 	 13.31       62        650271155        669872055         19600900
0 	 1 	 0 	 0 	 13.27       62        670098530        689801830         19703300
0 	 2 	 0 	 0 	 13.23       60        690258005        709367005         19109000
0 	 4 	 0 	 0 	 13.31       62        709618905        729271005         19652100
0 	 5 	 0 	 0 	 13.27       62        729727355        749379455         19652100
0 	 1 	 0 	 0 	 13.31       63        749605930        769427180         19821250
0 	 2 	 0 	 0 	 13.27       62        770037655        789740955         19703300
